0	0	2
0	1	2
0	2	0
0	3	22
0	4	0
0	5	22
0	6	22
0	7	22
0	8	22
0	9	22
0	10	22
0	11	22
0	12	22
0	13	22
0	14	22
0	15	0
0	16	22
0	17	22
0	18	22
0	19	0
1	0	2
1	1	2
1	2	0
1	3	22
1	4	0
1	5	0
1	6	22
1	7	22
1	8	0
1	9	22
1	10	22
1	11	22
1	12	0
1	13	0
1	14	22
1	15	22
1	16	22
1	17	22
1	18	0
1	19	6
2	0	2
2	1	0
2	2	22
2	3	22
2	4	0
2	5	22
2	6	22
2	7	22
2	8	22
2	9	22
2	10	0
2	11	22
2	12	22
2	13	22
2	14	22
2	15	22
2	16	22
2	17	0
2	18	0
2	19	0
3	0	0
3	1	0
3	2	0
3	3	22
3	4	22
3	5	22
3	6	22
3	7	22
3	8	22
3	9	22
3	10	22
3	11	22
3	12	22
3	13	22
3	14	0
3	15	22
3	16	0
3	17	22
3	18	0
3	19	0
4	0	10
4	1	0
4	2	22
4	3	22
4	4	22
4	5	0
4	6	22
4	7	22
4	8	0
4	9	22
4	10	22
4	11	22
4	12	22
4	13	22
4	14	22
4	15	22
4	16	0
4	17	22
4	18	22
4	19	22
5	0	0
5	1	22
5	2	22
5	3	0
5	4	22
5	5	22
5	6	22
5	7	22
5	8	22
5	9	22
5	10	22
5	11	22
5	12	22
5	13	22
5	14	22
5	15	22
5	16	0
5	17	0
5	18	22
5	19	0
6	0	22
6	1	22
6	2	0
6	3	22
6	4	22
6	5	22
6	6	0
6	7	22
6	8	0
6	9	22
6	10	0
6	11	22
6	12	22
6	13	22
6	14	22
6	15	22
6	16	22
6	17	22
6	18	22
6	19	22
7	0	0
7	1	22
7	2	22
7	3	0
7	4	0
7	5	0
7	6	15
7	7	0
7	8	22
7	9	0
7	10	22
7	11	22
7	12	22
7	13	22
7	14	22
7	15	22
7	16	22
7	17	22
7	18	22
7	19	22
8	0	0
8	1	22
8	2	22
8	3	22
8	4	0
8	5	15
8	6	15
8	7	0
8	8	22
8	9	22
8	10	22
8	11	22
8	12	0
8	13	22
8	14	0
8	15	22
8	16	22
8	17	22
8	18	22
8	19	22
9	0	22
9	1	22
9	2	22
9	3	22
9	4	22
9	5	0
9	6	15
9	7	15
9	8	0
9	9	22
9	10	0
9	11	22
9	12	22
9	13	22
9	14	22
9	15	22
9	16	0
9	17	22
9	18	22
9	19	22
10	0	22
10	1	22
10	2	22
10	3	22
10	4	22
10	5	0
10	6	0
10	7	15
10	8	0
10	9	22
10	10	22
10	11	22
10	12	22
10	13	22
10	14	22
10	15	22
10	16	22
10	17	0
10	18	22
10	19	22
11	0	22
11	1	0
11	2	22
11	3	22
11	4	0
11	5	0
11	6	20
11	7	0
11	8	22
11	9	22
11	10	0
11	11	0
11	12	0
11	13	0
11	14	22
11	15	22
11	16	0
11	17	0
11	18	22
11	19	0
12	0	22
12	1	0
12	2	22
12	3	0
12	4	22
12	5	22
12	6	0
12	7	22
12	8	22
12	9	22
12	10	22
12	11	0
12	12	24
12	13	0
12	14	22
12	15	22
12	16	22
12	17	0
12	18	22
12	19	22
13	0	0
13	1	0
13	2	22
13	3	22
13	4	22
13	5	22
13	6	22
13	7	22
13	8	22
13	9	22
13	10	22
13	11	22
13	12	0
13	13	22
13	14	22
13	15	22
13	16	22
13	17	0
13	18	22
13	19	0
14	0	0
14	1	26
14	2	0
14	3	0
14	4	0
14	5	0
14	6	22
14	7	22
14	8	22
14	9	0
14	10	0
14	11	22
14	12	0
14	13	22
14	14	22
14	15	0
14	16	22
14	17	22
14	18	22
14	19	0
15	0	26
15	1	26
15	2	0
15	3	22
15	4	0
15	5	22
15	6	22
15	7	22
15	8	0
15	9	0
15	10	22
15	11	22
15	12	0
15	13	22
15	14	22
15	15	22
15	16	0
15	17	0
15	18	22
15	19	22
16	0	0
16	1	0
16	2	0
16	3	22
16	4	22
16	5	0
16	6	22
16	7	22
16	8	22
16	9	22
16	10	22
16	11	22
16	12	22
16	13	0
16	14	22
16	15	22
16	16	22
16	17	0
16	18	0
16	19	0
17	0	0
17	1	31
17	2	31
17	3	0
17	4	22
17	5	22
17	6	22
17	7	22
17	8	22
17	9	22
17	10	22
17	11	22
17	12	22
17	13	22
17	14	22
17	15	22
17	16	22
17	17	0
17	18	32
17	19	0
18	0	33
18	1	0
18	2	0
18	3	22
18	4	22
18	5	22
18	6	0
18	7	22
18	8	0
18	9	22
18	10	22
18	11	22
18	12	22
18	13	22
18	14	22
18	15	22
18	16	22
18	17	0
18	18	32
18	19	32
19	0	33
19	1	0
19	2	22
19	3	22
19	4	22
19	5	22
19	6	22
19	7	22
19	8	22
19	9	0
19	10	22
19	11	22
19	12	22
19	13	22
19	14	22
19	15	22
19	16	0
19	17	0
19	18	32
19	19	32
